post_id,post_text,event_type,timestamp
304,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,11-09-2025 04:05
305,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,26-06-2025 04:23
306,Excited for the startup pitching competition. So many innovative ideas!,other_event,08-07-2025 10:18
307,It's Sports Day! Watching the track and field events now.,sports_event,09-09-2025 00:09
308,Went to the film festival. The short films were incredibly creative.,other_event,02-07-2025 13:09
309,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,15-07-2025 08:11
310,It's Sports Day! Watching the track and field events now.,sports_event,02-07-2025 14:17
311,Went to the film festival. The short films were incredibly creative.,other_event,06-07-2025 09:44
312,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,25-07-2025 21:56
313,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,17-07-2025 21:45
314,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,08-07-2025 04:24
315,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,17-07-2025 22:35
316,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,04-08-2025 14:42
317,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,02-07-2025 21:39
318,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,21-08-2025 02:02
319,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,08-09-2025 20:48
320,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,17-09-2025 11:45
321,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,16-07-2025 16:52
322,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,21-08-2025 17:58
323,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,05-08-2025 03:22
324,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,27-06-2025 06:51
325,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,04-07-2025 00:20
326,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,29-07-2025 18:03
327,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,19-09-2025 13:15
328,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,05-08-2025 19:31
329,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,25-07-2025 06:23
330,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,04-07-2025 12:20
331,The annual job fair is happening today. Networking with some great companies!,other_event,09-08-2025 10:02
332,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,09-08-2025 22:57
333,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,23-06-2025 03:11
334,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,06-09-2025 19:32
335,It's Sports Day! Watching the track and field events now.,sports_event,22-06-2025 23:48
336,The annual swimming gala is next week. Time to hit the pool!,sports_event,18-07-2025 00:31
337,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,05-08-2025 23:49
338,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,12-09-2025 04:21
339,The annual swimming gala is next week. Time to hit the pool!,sports_event,24-08-2025 02:55
340,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,08-08-2025 17:01
341,Excited for the startup pitching competition. So many innovative ideas!,other_event,06-07-2025 00:16
342,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,17-08-2025 11:51
343,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,21-07-2025 08:02
344,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,20-08-2025 22:13
345,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,15-08-2025 07:59
346,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,26-06-2025 06:52
347,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,27-07-2025 00:41
348,It's Sports Day! Watching the track and field events now.,sports_event,16-09-2025 18:22
349,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,21-08-2025 11:21
350,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,24-08-2025 13:35
351,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,26-07-2025 11:05
352,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,12-09-2025 07:18
353,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,09-08-2025 13:47
354,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,22-07-2025 07:19
355,Excited for the startup pitching competition. So many innovative ideas!,other_event,22-07-2025 01:28
356,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,31-08-2025 19:57
357,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,22-06-2025 08:10
358,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,29-07-2025 15:24
359,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,22-07-2025 22:52
360,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,26-08-2025 03:52
361,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,25-06-2025 20:46
362,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,18-07-2025 18:02
363,The annual job fair is happening today. Networking with some great companies!,other_event,30-06-2025 05:04
364,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,14-07-2025 21:02
365,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,11-08-2025 19:52
366,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,19-07-2025 02:42
367,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,16-07-2025 14:33
368,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,20-08-2025 16:27
369,The annual job fair is happening today. Networking with some great companies!,other_event,23-06-2025 06:52
370,The annual swimming gala is next week. Time to hit the pool!,sports_event,04-07-2025 20:18
371,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,22-06-2025 10:15
372,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,19-09-2025 04:35
373,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,19-07-2025 04:26
374,It's Sports Day! Watching the track and field events now.,sports_event,22-06-2025 07:45
375,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,08-07-2025 03:34
376,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,10-08-2025 09:54
377,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,22-06-2025 14:28
378,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,20-08-2025 17:12
379,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,09-07-2025 09:39
380,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,10-09-2025 02:28
381,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,22-08-2025 13:15
382,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,22-06-2025 01:24
383,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,12-07-2025 12:07
384,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,20-08-2025 15:34
385,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,16-08-2025 05:27
386,The annual swimming gala is next week. Time to hit the pool!,sports_event,13-08-2025 05:45
387,Excited for the startup pitching competition. So many innovative ideas!,other_event,01-09-2025 18:58
388,It's Sports Day! Watching the track and field events now.,sports_event,13-07-2025 15:12
389,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,13-09-2025 18:31
390,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,14-08-2025 19:35
391,Excited for the startup pitching competition. So many innovative ideas!,other_event,13-08-2025 23:38
392,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,13-09-2025 19:15
393,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,15-07-2025 23:58
394,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,22-06-2025 08:43
395,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,08-07-2025 23:12
396,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,04-08-2025 23:27
397,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,21-07-2025 22:57
398,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,15-07-2025 09:01
399,Went to the film festival. The short films were incredibly creative.,other_event,29-08-2025 10:10
400,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,17-08-2025 11:34
401,The annual swimming gala is next week. Time to hit the pool!,sports_event,12-09-2025 08:13
402,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,25-07-2025 09:14
403,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,10-08-2025 02:28
404,Excited for the startup pitching competition. So many innovative ideas!,other_event,15-09-2025 14:25
405,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,26-07-2025 09:52
406,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,02-09-2025 05:57
407,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,04-07-2025 03:40
408,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,24-08-2025 20:32
409,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,18-09-2025 23:53
410,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,07-09-2025 12:57
411,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,11-09-2025 23:22
412,Went to the film festival. The short films were incredibly creative.,other_event,03-09-2025 03:58
413,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,12-08-2025 02:01
414,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,13-08-2025 14:04
415,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,04-07-2025 03:06
416,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,04-07-2025 02:47
417,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,17-08-2025 12:22
418,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,18-07-2025 13:29
419,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,03-09-2025 22:06
420,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,24-06-2025 07:18
421,The annual job fair is happening today. Networking with some great companies!,other_event,23-07-2025 17:08
422,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,14-08-2025 19:15
423,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,25-07-2025 03:19
424,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,19-08-2025 15:33
425,Went to the film festival. The short films were incredibly creative.,other_event,22-06-2025 13:10
426,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,11-07-2025 06:41
427,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,30-07-2025 02:55
428,The annual job fair is happening today. Networking with some great companies!,other_event,15-07-2025 18:26
429,Went to the film festival. The short films were incredibly creative.,other_event,08-08-2025 10:07
430,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,07-08-2025 08:25
431,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,01-08-2025 20:30
432,The annual swimming gala is next week. Time to hit the pool!,sports_event,22-06-2025 12:22
433,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,19-09-2025 16:18
434,The annual job fair is happening today. Networking with some great companies!,other_event,24-06-2025 08:28
435,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,30-07-2025 20:33
436,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,28-06-2025 20:58
437,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,07-08-2025 06:25
438,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,18-07-2025 20:23
439,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,18-07-2025 18:54
440,The annual swimming gala is next week. Time to hit the pool!,sports_event,15-08-2025 11:13
441,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,29-08-2025 11:58
442,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,07-08-2025 15:04
443,It's Sports Day! Watching the track and field events now.,sports_event,11-07-2025 12:02
444,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,10-07-2025 22:16
445,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,06-09-2025 10:01
446,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,30-08-2025 09:33
447,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,15-09-2025 21:31
448,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,17-07-2025 23:36
449,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,30-07-2025 16:53
450,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,22-06-2025 23:44
451,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,21-07-2025 09:22
452,It's Sports Day! Watching the track and field events now.,sports_event,11-09-2025 15:49
453,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,03-07-2025 00:34
454,The annual swimming gala is next week. Time to hit the pool!,sports_event,23-07-2025 23:12
455,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,10-09-2025 19:51
456,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,13-09-2025 07:42
457,The annual job fair is happening today. Networking with some great companies!,other_event,07-08-2025 23:43
458,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,24-08-2025 20:30
459,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,11-08-2025 18:49
460,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,01-09-2025 07:07
461,The annual swimming gala is next week. Time to hit the pool!,sports_event,05-07-2025 23:52
462,Excited for the startup pitching competition. So many innovative ideas!,other_event,17-09-2025 13:23
463,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,10-09-2025 02:26
464,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,18-08-2025 16:43
465,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,28-06-2025 07:21
466,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,06-09-2025 19:16
467,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,15-09-2025 07:13
468,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,12-07-2025 15:40
469,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,10-07-2025 00:23
470,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,31-08-2025 19:58
471,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,02-07-2025 00:28
472,Excited for the startup pitching competition. So many innovative ideas!,other_event,02-09-2025 16:15
473,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,23-06-2025 08:14
474,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,30-07-2025 05:11
475,Excited for the startup pitching competition. So many innovative ideas!,other_event,30-08-2025 11:55
476,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,13-08-2025 19:25
477,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,03-09-2025 12:56
478,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,20-07-2025 23:42
479,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,04-07-2025 05:32
480,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,28-06-2025 02:06
481,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,09-09-2025 08:05
482,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,28-06-2025 10:24
483,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,12-07-2025 18:10
484,The annual job fair is happening today. Networking with some great companies!,other_event,20-07-2025 15:22
485,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,08-08-2025 12:14
486,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,03-09-2025 16:13
487,Went to the film festival. The short films were incredibly creative.,other_event,18-07-2025 05:42
488,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,05-08-2025 02:55
489,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,20-07-2025 21:08
490,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,30-06-2025 15:01
491,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,15-08-2025 20:11
492,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,05-09-2025 20:43
493,Excited for the startup pitching competition. So many innovative ideas!,other_event,02-09-2025 16:57
494,The annual swimming gala is next week. Time to hit the pool!,sports_event,19-09-2025 07:20
495,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,26-07-2025 11:58
496,The annual swimming gala is next week. Time to hit the pool!,sports_event,15-08-2025 05:10
497,The annual job fair is happening today. Networking with some great companies!,other_event,10-08-2025 07:06
498,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,07-09-2025 21:45
499,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,13-07-2025 09:53
500,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,03-08-2025 16:34
501,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,31-07-2025 10:13
502,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,23-08-2025 19:26
503,Excited for the startup pitching competition. So many innovative ideas!,other_event,01-09-2025 11:07
504,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,03-09-2025 22:38
505,Excited for the startup pitching competition. So many innovative ideas!,other_event,22-07-2025 01:33
506,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,23-08-2025 16:22
507,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,03-07-2025 13:17
508,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,11-09-2025 02:40
509,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,09-09-2025 06:17
510,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,08-08-2025 00:52
511,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,25-06-2025 00:05
512,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,09-08-2025 05:08
513,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,22-07-2025 07:18
514,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,14-07-2025 10:18
515,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,14-09-2025 12:33
516,Went to the film festival. The short films were incredibly creative.,other_event,10-08-2025 09:11
517,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,15-07-2025 23:44
518,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,06-09-2025 21:14
519,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,03-09-2025 12:12
520,The annual swimming gala is next week. Time to hit the pool!,sports_event,23-06-2025 05:14
521,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,17-08-2025 03:17
522,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,21-08-2025 22:03
523,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,03-07-2025 14:48
524,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,12-07-2025 13:44
525,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,05-08-2025 18:37
526,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,22-06-2025 23:57
527,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,03-07-2025 15:58
528,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,22-08-2025 11:30
529,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,21-07-2025 00:52
530,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,30-08-2025 19:26
531,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,07-07-2025 05:00
532,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,25-06-2025 05:38
533,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,06-09-2025 04:02
534,Excited for the startup pitching competition. So many innovative ideas!,other_event,04-08-2025 11:59
535,The annual job fair is happening today. Networking with some great companies!,other_event,18-07-2025 22:44
536,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,30-06-2025 22:18
537,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,03-09-2025 20:01
538,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,04-09-2025 18:13
539,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,09-07-2025 06:56
540,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,25-06-2025 07:53
541,Excited for the startup pitching competition. So many innovative ideas!,other_event,14-09-2025 20:59
542,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,04-07-2025 01:39
543,Excited for the startup pitching competition. So many innovative ideas!,other_event,24-07-2025 22:30
544,Went to the film festival. The short films were incredibly creative.,other_event,01-09-2025 02:54
545,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,30-08-2025 21:02
546,The annual swimming gala is next week. Time to hit the pool!,sports_event,12-07-2025 20:02
547,The annual job fair is happening today. Networking with some great companies!,other_event,09-08-2025 10:06
548,Went to the film festival. The short films were incredibly creative.,other_event,01-07-2025 13:23
549,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,01-09-2025 09:06
550,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,01-07-2025 05:12
551,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,09-09-2025 00:48
552,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,23-07-2025 07:03
553,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,08-08-2025 19:56
554,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,12-07-2025 00:23
555,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,13-08-2025 15:23
556,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,09-08-2025 03:21
557,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,22-07-2025 18:39
558,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,15-09-2025 13:35
559,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,10-07-2025 01:26
560,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,29-07-2025 20:07
561,The annual swimming gala is next week. Time to hit the pool!,sports_event,15-07-2025 04:41
562,The annual swimming gala is next week. Time to hit the pool!,sports_event,24-08-2025 02:50
563,Excited for the startup pitching competition. So many innovative ideas!,other_event,26-08-2025 13:11
564,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,05-07-2025 20:05
565,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,19-09-2025 09:11
566,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,09-07-2025 12:36
567,It's Sports Day! Watching the track and field events now.,sports_event,30-08-2025 20:28
568,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,14-07-2025 09:41
569,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,12-09-2025 08:21
570,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,05-07-2025 19:12
571,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,04-09-2025 05:26
572,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,02-07-2025 16:34
573,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,29-08-2025 23:32
574,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,02-09-2025 23:06
575,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,30-08-2025 22:55
576,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,01-09-2025 21:50
577,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,27-06-2025 10:16
578,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,15-08-2025 22:46
579,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,19-09-2025 01:09
580,Excited for the startup pitching competition. So many innovative ideas!,other_event,09-08-2025 18:49
581,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,02-07-2025 13:54
582,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,23-08-2025 14:15
583,Excited for the startup pitching competition. So many innovative ideas!,other_event,03-07-2025 22:47
584,It's Sports Day! Watching the track and field events now.,sports_event,08-07-2025 14:36
585,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,11-09-2025 06:40
586,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,16-08-2025 13:19
587,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,04-09-2025 20:17
588,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,09-08-2025 03:28
589,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,19-09-2025 07:25
590,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,03-07-2025 09:07
591,The annual job fair is happening today. Networking with some great companies!,other_event,05-08-2025 21:24
592,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,11-07-2025 05:07
593,The annual swimming gala is next week. Time to hit the pool!,sports_event,09-07-2025 08:12
594,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,11-09-2025 15:13
595,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,14-09-2025 15:32
596,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,11-09-2025 06:12
597,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,12-07-2025 17:18
598,The annual job fair is happening today. Networking with some great companies!,other_event,27-06-2025 04:48
599,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,02-07-2025 09:16
600,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,12-08-2025 22:30
601,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,16-09-2025 21:47
602,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,17-09-2025 03:30
603,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,19-07-2025 15:36
604,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,17-09-2025 01:21
605,The annual job fair is happening today. Networking with some great companies!,other_event,25-06-2025 01:43
606,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,25-06-2025 12:21
607,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,30-07-2025 22:35
608,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,13-08-2025 22:42
609,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,08-09-2025 02:34
